state_code,LGD_ST_Code,state_name,district_code,LGD_Dist_Code,district_name,total_no_of_job_cards_issued,total_no_of_workers,total_no_of_active_job_cards,total_no_of_active_workers,sc_worker_percentage_against_acive_workers,st_worker_percentage_against_active_workers,approved_labour_budget,persondays_of_central_liability_so_far,sc_persondays_percentage_of_total,st_persondays_percentage_of_total,women_persondays_percentage_of_total,average_days_employment_per_household,average_wage_rate_per_day_per_person,total_no_of_HHs_completed_100_days,total_households_worked,total_individuals_worked,differently_abled_persons_worked,no_of_GPs_with_NIL_expenditure,total_no_of_works_taken_up_new_and_spillover,no_of_ongoing_works,no_of_completed_works,percentage_of_NRM_expenditure_in_MWC_blocks,percentage_of_category_B_works,percentage_expenditure_on_agriculture_and_allied_works,total_expenditure,wages,material_and_skilled_wages,total_admin_expenditure,district_normalized,Total_AWCs,Total_Children
1,35,ANDAMAN AND NICOBAR,101,602.0,SOUTH ANDAMAN,14137,18219,2470,3662,0,0,32000,2875,0,0,1568,21,1679.8667826087,0,134,167,1,8,225,225,0,50.58,30,11.44,48.29617,48.29617,0.0,0.0,SOUTH ANDAMAN,,
1,35,ANDAMAN AND NICOBAR,102,603.0,NICOBARS,6121,9770,1005,1898,0,1509,33000,5268,0,3785,2903,20,420.816154138193,0,252,278,1,2,194,173,21,72.49,8,55.24,22.168595,22.168595,0.0,0.0,NICOBARS,,
1,35,ANDAMAN AND NICOBAR,103,632.0,NORTH AND MIDDLE ANDAMAN,18408,29327,4452,8183,0,0,85000,27590,0,0,16658,24,504.210148604567,0,1131,1357,2,0,736,573,163,37.52,76,31.18,170.347946,139.11158,31.236366,0.0,NORTH AND MIDDLE ANDAMAN,,
2,28,ANDHRA PRADESH,201,519.0,SRIKAKULAM,435725,726977,376969,647872,57106,38713,15600000,13722420,1179432,826867,9849220,43,236.584589296927,3572,316311,445986,5958,0,98036,85872,12164,77.25,59,21.54,53855.1551720644,32465.1309985994,19284.664033465,2105.36014,SRIKAKULAM,,
2,28,ANDHRA PRADESH,202,521.0,VIZIANAGARAM,369276,632995,336509,585376,66904,16732,12200000,11386782,1357749,301772,8095132,40,217.58083536068,4499,280432,404062,6428,1,78997,71870,7127,80.42,53,11.88,38330.4816537116,24775.4553962996,11897.861977412,1657.16428,VIZIANAGARAM,,
2,28,ANDHRA PRADESH,203,520.0,VISAKHAPATANAM,35729,54719,31549,49656,4227,473,1400000,1304061,99879,8968,968063,51,274.850082726194,976,25506,34759,210,0,8134,7518,616,90.03,60,8.13,5534.74467767603,3584.21273730003,1586.651160376,363.88078,VISAKHAPATANAM,,
2,28,ANDHRA PRADESH,204,505.0,EAST GODAVARI,145019,220397,118827,183385,66707,3117,3400000,3201492,1167583,64919,1757769,39,274.135320194455,907,80948,104288,1628,0,34836,29147,5689,70.27,47,40.69,15871.7048870819,8776.42034519986,6473.112711882,622.17183,EAST GODAVARI,,
2,28,ANDHRA PRADESH,205,523.0,WEST GODAVARI,165380,264786,129058,211387,56465,1670,3400000,3023917,853445,24208,1730826,32,283.231092701946,1077,92243,130254,1185,0,40789,37580,3209,80.62,39,79.86,12381.9841272719,8564.67316149992,3215.147455772,602.16351,WEST GODAVARI,,
2,28,ANDHRA PRADESH,206,510.0,KRISHNA,220886,387271,180599,329139,119104,5661,6100000,5432703,1990864,78738,2924250,38,280.707793659987,3691,139501,238035,1990,0,61375,48043,13332,79.95,22,76.92,24999.1556295759,15250.0207273999,8610.47563217599,1138.65927,KRISHNA,,
2,28,ANDHRA PRADESH,207,506.0,GUNTUR,136967,226912,89560,154014,67821,5435,2000000,1759295,715401,49729,1017993,30,254.019290039477,319,57229,90793,485,17,31066,29798,1268,82.94,36,84.23,7211.47826965901,4468.94866870001,2145.071720959,597.45788,GUNTUR,,
2,28,ANDHRA PRADESH,208,517.0,PRAKASAM,418397,751316,360640,662062,179479,20403,11500000,10125058,2182173,290482,5729456,35,252.133527955094,1239,287977,495929,3780,2,78626,75218,3408,81.23,47,29.33,40737.6562086524,25528.6659428994,13319.403515753,1889.58675,PRAKASAM,,
2,28,ANDHRA PRADESH,209,515.0,NELLORE,317913,527932,259701,437170,125582,26835,7900000,7255752,1883814,326100,4602933,39,242.319354611344,3016,183377,266009,1693,3,84811,72624,12187,73.65,43,44.48,28450.6639944457,17582.0914185997,9533.724735846,1334.84784,NELLORE,,
2,28,ANDHRA PRADESH,210,503.0,CHITTOOR,254941,440779,200045,353377,100265,12508,4500000,4361436,1147235,155728,2684723,41,271.820258910138,5319,106025,158689,1105,0,90881,79383,11498,72.62,71,56.53,20643.727943209,11855.2666274,7399.261105809,1389.20021,CHITTOOR,,
2,28,ANDHRA PRADESH,211,504.0,Y.S.R,244186,444803,185431,342508,75621,5225,7000000,6191460,1150475,76117,3987573,45,272.588831924939,4539,135138,212597,1947,2,65945,56817,9128,88.11,50,40.48,26223.4353768978,16877.2284930998,7615.74353379801,1730.46335,Y.S.R,,
2,28,ANDHRA PRADESH,212,502.0,ANANTAPUR,307975,563088,253507,467045,89879,17094,7700000,7463735,1195151,294437,4154894,43,279.007917884271,7179,172579,294087,3112,0,80426,70998,9428,81.6,55,49.31,33525.1903955306,20824.4116198996,10905.900045631,1794.87873,ANANTAPUR,,
2,28,ANDHRA PRADESH,213,511.0,KURNOOL,312097,583919,257340,490069,100169,7536,5800000,5507386,983057,114955,3015127,31,268.420919225557,1764,175799,300141,2153,3,70457,63806,6651,86.45,47,71.05,23455.0773018137,14782.9761264997,7260.741765314,1411.35941,KURNOOL,,
2,28,ANDHRA PRADESH,214,745.0,ALLURI SITHARAMA RAJU,260132,495596,235436,458849,9822,420494,11200000,10723978,175135,9977764,5562877,52,291.923457167494,24217,203787,358770,4340,0,161992,152248,9744,69.13,87,60.9,45396.7355754505,31305.8073234815,12993.593341969,1097.33491,ALLURI SITHARAMA RAJU,,
2,28,ANDHRA PRADESH,215,744.0,ANAKAPALLI,270986,422989,233117,373235,32858,16170,9800000,9075184,697947,305805,6307272,46,283.567158278003,7932,195592,276491,3274,0,66507,62298,4209,87.63,60,21.06,36446.939183951,25734.2413773,9806.27957665101,906.41823,ANAKAPALLI,,
2,28,ANDHRA PRADESH,216,747.0,KONASEEMA,222311,340291,151011,244080,111105,2278,5100000,4660447,2259743,40106,2982485,40,297.609314467046,2350,116506,161070,2398,0,40523,35186,5337,83.08,34,80.97,21737.635958151,13869.9243678,7243.829300351,623.88229,KONASEEMA,,
2,28,ANDHRA PRADESH,217,748.0,ELURU,365428,646594,311310,563280,192636,51156,10300000,9205063,2989572,1019781,5373915,39,279.55198371483,3683,233298,373396,3081,4,61927,54198,7729,87.0,46,39.02,35438.8105694249,25732.9362186998,8937.358120725,768.51623,ELURU,,
2,28,ANDHRA PRADESH,218,749.0,NTR,211799,377324,172689,314089,117400,23138,4100000,3703202,1307023,289972,2236188,29,293.096081180558,1259,125314,202301,1790,2,40173,32099,8074,83.81,39,71.09,19170.7959423881,10853.9399402001,7806.628212188,510.22779,NTR,,
2,28,ANDHRA PRADESH,219,750.0,BAPATLA,249415,435087,208432,375156,130055,14349,5700000,5165182,1663858,191989,2790654,31,274.447147240893,1524,164819,280561,2011,1,59607,49621,9986,84.14,26,72.56,20672.4276203541,14175.6946488001,5806.408521554,690.32445,BAPATLA,,
2,28,ANDHRA PRADESH,220,751.0,PALNADU,323919,553543,263758,464792,114591,42669,6700000,5924359,1205567,550620,3155445,30,276.210395477387,2449,193697,326341,2036,4,60907,58289,2618,75.33,31,68.26,27259.8007719132,16363.6954234002,10123.719128513,772.38622,PALNADU,,
2,28,ANDHRA PRADESH,221,755.0,NANDYAL,267008,490827,211369,397317,107171,13685,5800000,5462190,1434774,256898,3270412,34,260.541986040396,2442,156677,259561,1713,1,66449,58625,7824,87.42,43,69.43,22326.7323983699,14231.2983072999,7145.05129107,950.3828,NANDYAL,,
2,28,ANDHRA PRADESH,222,754.0,SRI SATHYA SAI,254406,457872,204949,373928,57872,22991,6000000,5520296,710624,312901,2962364,41,277.11786479384,3962,131919,226754,2597,0,64110,59350,4760,77.1,64,43.37,27212.4554518698,15297.7264054998,10936.34810637,978.38094,SRI SATHYA SAI,,
2,28,ANDHRA PRADESH,223,753.0,ANNAMAYYA,201584,328986,176350,290128,56386,10695,5700000,5493345,1017788,198953,3204501,42,273.092187199239,2998,128201,190228,1222,0,71299,60562,10737,82.84,64,64.49,22365.6117236321,15001.8960109001,6446.680102732,917.03561,ANNAMAYYA,,
2,28,ANDHRA PRADESH,224,752.0,TIRUPATI,235560,392636,201967,341195,131560,28133,6800000,6339963,2418512,461065,4236772,45,281.45316027396,11772,139000,200280,1873,3,65059,44352,20707,92.28,51,29.25,29380.1192051088,17844.0262236998,10639.945711409,896.14727,TIRUPATI,,
2,28,ANDHRA PRADESH,225,743.0,PARVATHIPURAM MANYAM,212931,392771,192799,362566,43084,136427,9400000,8487476,984075,3389800,5051735,49,261.038107340751,7778,171357,284166,3643,0,77926,64859,13067,87.26,78,43.94,31323.9955939836,22155.5467114005,8360.19579258304,808.25309,PARVATHIPURAM MANYAM,,
2,28,ANDHRA PRADESH,226,746.0,KAKINADA,233396,371779,188777,305473,80921,7852,4900000,4560144,1262351,91462,2288180,32,280.964979134431,750,142404,195560,2840,0,43528,37598,5930,72.04,46,50.91,23872.382708455,12812.4076381,10401.923580355,658.05149,KAKINADA,,
3,12,ARUNACHAL PRADESH,301,238.0,TAWANG,9608,15017,9005,14143,4,14102,456478,434341,108,433177,245799,50,248.003870230994,40,8532,8585,8,2,577,379,198,72.05,0,69.57,1480.988676695,1077.18249,390.370186695,13.436,TAWANG,,
3,12,ARUNACHAL PRADESH,302,242.0,WEST KAMENG,12181,15063,11155,13855,3,13801,583746,330661,69,328584,142340,39,239.769849211123,0,8415,8420,4,8,607,496,111,62.7,0,57.34,1252.32477519099,792.825381099992,453.689974091,5.80942,WEST KAMENG,,
3,12,ARUNACHAL PRADESH,303,231.0,EAST KAMENG,37404,37733,36463,36771,2,36696,1571343,1623366,131,1620102,856790,45,225.407750439527,0,35742,35763,100,0,888,686,202,76.5,0,74.85,6194.39200970812,3659.19278200012,2495.719227708,39.48,EAST KAMENG,,
3,12,ARUNACHAL PRADESH,304,236.0,LOWER SUBANSIRI,8654,10964,7056,8801,0,8785,342817,168897,0,168639,93893,35,261.969924154958,0,4755,4770,1,29,303,300,3,37.39,0,37.17,603.650813215,442.4593428,154.471470415,6.72,LOWER SUBANSIRI,,
3,12,ARUNACHAL PRADESH,305,241.0,UPPER SUBANSIRI,41748,41823,41221,41296,30,41116,1225552,2443458,2139,2432635,1284084,59,228.144799071643,0,41209,41237,283,0,1363,1056,307,53.57,0,51.08,8077.24943959999,5574.62234449999,2432.9797251,69.64737,UPPER SUBANSIRI,,
3,12,ARUNACHAL PRADESH,306,243.0,WEST SIANG,8437,17987,7334,16290,2,16269,294362,280412,75,279948,124018,40,216.369363400996,7,6906,10049,10,1,409,369,40,43.05,0,36.31,787.017776700001,606.725659300001,159.4196974,20.87242,WEST SIANG,,
3,12,ARUNACHAL PRADESH,307,232.0,EAST SIANG,10137,13792,10002,13618,2,13576,329560,303043,39,302038,151965,32,206.060985074726,0,9432,9481,2,1,1001,731,270,40.85,78,78.23,928.909995076002,624.453391000001,297.076264076001,7.38034,EAST SIANG,,
3,12,ARUNACHAL PRADESH,309,234.0,LOHIT,5662,7920,5575,7780,0,7067,274407,269642,0,238050,147472,68,241.3170655165,0,3939,3943,2,0,274,191,83,48.66,0,48.66,919.83380751,650.6921618,260.18164571,8.96,LOHIT,,
3,12,ARUNACHAL PRADESH,310,229.0,CHANGLANG,17038,31133,16450,30289,2,24399,781232,443107,72,359434,149033,40,237.869752903926,0,10877,10955,6,13,1108,820,288,58.5,0,48.21,1885.711094248,1054.017526,813.083568248,18.61,CHANGLANG,,
3,12,ARUNACHAL PRADESH,311,239.0,TIRAP,28081,41712,26523,39582,3,39545,541210,1223704,67,1222217,565011,47,243.532522570818,28,25554,27565,38,0,1525,1239,286,91.65,0,91.11,4161.181938076,2980.11722,1166.817718076,14.247,TIRAP,,
3,12,ARUNACHAL PRADESH,312,237.0,PAPUM PARE,28634,35423,28312,35070,20,34113,1240128,1433277,1264,1384808,763933,51,237.395225054193,0,27626,27657,7,0,960,729,231,42.64,0,41.83,4931.56332159999,3402.53115979999,1505.2471618,23.785,PAPUM PARE,,
3,12,ARUNACHAL PRADESH,313,240.0,UPPER SIANG,8681,9004,8349,8660,0,8639,352009,493612,0,492305,197130,59,235.988342037876,0,8238,8265,10,0,476,343,133,54.68,0,47.36,1447.095415144,1164.8667749,264.528640244,17.7,UPPER SIANG,,
3,12,ARUNACHAL PRADESH,314,235.0,LOWER DIBANG VALLEY,14201,14449,13969,14211,1,13160,506441,515180,10,487566,269923,38,239.63472572693,0,13521,13524,4,1,829,609,220,45.6,18,35.4,1784.362334044,1234.55018,541.584654044,8.2275,LOWER DIBANG VALLEY,,
3,12,ARUNACHAL PRADESH,315,230.0,UPPER DIBANG VALLEY,2830,2849,2811,2830,6,2722,133842,244047,406,235163,135026,86,240.075366630198,52,2818,2832,2,0,138,85,53,7.75,0,26.53,855.5432615,585.89673,256.4165315,13.23,UPPER DIBANG VALLEY,,
3,12,ARUNACHAL PRADESH,316,233.0,KURUNG KUMEY,21717,24981,20776,23743,12,23680,1009520,488172,172,486593,256814,31,183.910377899593,0,15638,15639,14,0,639,461,178,59.84,0,54.7,2709.1869727,897.79897,1768.7630027,42.625,KURUNG KUMEY,,
3,12,ARUNACHAL PRADESH,317,628.0,ANJAW,9014,9487,8692,9156,5,8980,440343,416140,217,409704,216908,52,228.333432931225,0,7979,7983,1,0,517,382,135,41.9,0,49.48,1337.7472834,950.1867478,382.6705356,4.89,ANJAW,,
3,12,ARUNACHAL PRADESH,318,666.0,LONGDING,7437,20651,6407,18737,0,18717,798407,290553,0,290216,117586,47,236.973696021036,7,6087,10368,2,1,144,123,21,37.41,0,36.46,885.4063112,688.534183,182.4246282,14.4475,LONGDING,,
3,12,ARUNACHAL PRADESH,319,677.0,KRA-DAADI,22519,23120,21926,22424,1,22390,1125119,1301993,90,1299982,693002,61,227.917563535288,0,21208,21303,10,0,702,521,181,54.24,0,52.87,4200.0268973,2967.470723,1202.9681743,29.588,KRA-DAADI,,
3,12,ARUNACHAL PRADESH,320,679.0,SIANG,9919,12877,8519,11394,2,11382,378728,205045,95,204764,85979,36,261.234023458263,0,5678,6484,2,1,478,312,166,34.07,0,33.22,1012.31209743799,535.647303399995,458.044794038,18.62,SIANG,,
3,12,ARUNACHAL PRADESH,321,678.0,NAMSAI,18196,30836,17792,30200,6,10247,857471,504446,88,149396,175076,32,236.347782022258,0,15649,15708,302,5,616,459,157,61.12,0,45.41,1700.5698691,1192.2469325,503.0304366,5.2925,NAMSAI,,
3,12,ARUNACHAL PRADESH,322,725.0,SHI YOMI,3042,5792,2752,5382,0,5376,153328,113470,0,113377,57098,56,239.547934608268,0,2020,2901,0,7,195,162,33,42.56,0,34.74,338.136804200001,271.815041400001,63.3217628,3.0,SHI YOMI,,
3,12,ARUNACHAL PRADESH,323,723.0,PAKKE KESSANG,8097,8132,7758,7793,11,7746,336046,204336,245,203005,108678,28,234.024563072585,0,7148,7148,7,0,176,127,49,43.49,0,31.88,1201.4176878,478.196431199997,719.8712566,3.35,PAKKE KESSANG,,
3,12,ARUNACHAL PRADESH,324,724.0,LEPARADA,5396,8621,5299,8508,0,8491,213813,123344,0,122899,60441,25,209.456952263588,0,4933,5983,7,0,292,221,71,42.76,1,43.91,305.2878595,258.3525832,36.2612763,10.674,LEPARADA,,
3,12,ARUNACHAL PRADESH,325,718.0,KAMLE,12215,12939,10954,11554,11,11480,559673,474428,495,471233,247056,47,228.389538560119,0,10067,10086,6,1,311,289,22,36.14,0,33.13,1576.87837,1083.54392,482.57245,10.762,KAMLE,,
3,12,ARUNACHAL PRADESH,326,719.0,LOWER SIANG,5775,11288,5220,10444,1,10382,254672,61200,8,60977,29923,20,218.645533333334,1,3012,3720,7,1,336,185,151,72.88,0,59.38,419.208778058,133.8110664,273.677711658,11.72,LOWER SIANG,,
3,12,ARUNACHAL PRADESH,328,786.0,KEYI PANYOR,7252,11208,6891,10723,0,10719,239753,485279,0,485015,239352,72,236.039806070323,730,6688,8677,43,0,220,199,21,8.79,0,8.79,1181.8189105,1145.4516105,32.1873,4.18,KEYI PANYOR,,
4,18,ASSAM,401,285.0,DHUBRI,442655,741063,185849,343966,2523,294,2248782,2096613,15799,1087,1085141,34,243.314257066039,56,61626,92845,88,3,28649,23409,5240,33.86,78,18.04,6642.328594412,5101.3583445,1530.270249912,10.7,DHUBRI,,
4,18,ASSAM,402,294.0,KOKRAJHAR,275374,536974,156824,319914,5678,123213,1677785,2559660,27944,923389,1396090,31,245.858604916278,207,82375,125053,165,0,27676,21465,6211,54.69,87,56.89,7714.1619489,6293.1443666,1383.6003623,37.41722,KOKRAJHAR,,
4,18,ASSAM,403,281.0,BONGAIGAON,170413,327764,77382,155739,8942,1791,750651,603205,9099,3722,276089,39,247.803239661476,30,15150,23890,29,1,9274,5587,3687,15.98,88,11.8,1849.931861023,1494.7615318,355.170329223001,0.0,BONGAIGAON,,
4,18,ASSAM,404,287.0,GOALPARA,252442,452074,103111,215436,6226,46098,1119144,813463,10942,113997,409245,31,248.106011496527,33,25981,39380,52,3,14575,8874,5701,36.66,86,34.87,3159.10528788499,2018.25060429999,1133.163723585,7.69096,GOALPARA,,
4,18,ASSAM,405,280.0,BARPETA,295194,483146,152156,260036,8432,1988,1838623,1394186,14225,2802,621098,50,251.66340227918,33,27829,42064,338,21,20984,11986,8998,17.14,90,11.06,4659.93997603201,3508.65592170001,1111.896864332,39.38719,BARPETA,,
4,18,ASSAM,406,298.0,NALBARI,197251,322579,115934,203792,7050,4181,1833407,1100926,19476,8938,570659,25,247.329011305027,45,42467,58730,30,1,14481,9085,5396,38.18,82,33.49,4009.32487161898,2722.90939099999,1266.915480619,19.5,NALBARI,,
4,18,ASSAM,407,291.0,KAMRUP,431733,733289,157309,300574,19576,39126,2011087,2429749,75096,154383,1309392,37,246.968973799351,218,65327,91604,95,4,29909,19712,10197,43.21,89,30.21,6778.03668971699,6000.72617119999,747.405598517,29.90492,KAMRUP,,
4,18,ASSAM,408,283.0,DARRANG,250321,428606,136722,258697,6459,930,1483666,1949005,32624,5361,987033,35,248.349993422283,202,55391,88540,86,3,15661,9220,6441,41.27,87,30.61,6452.27509338198,4840.35378929998,1589.421304082,22.5,DARRANG,,
4,18,ASSAM,409,301.0,SONITPUR,282480,351461,142657,187806,5972,8838,1831040,1392258,25284,21601,814729,27,244.936143724799,35,50212,57254,30,9,20656,16636,4020,44.18,89,37.75,3962.20263331701,3410.14305590001,531.959577417,20.1,SONITPUR,,
4,18,ASSAM,410,295.0,LAKHIMPUR,260386,491529,133906,282987,14485,79334,1483771,1754828,65712,554913,940314,27,241.893262787008,230,63479,105737,88,2,27153,17077,10076,43.91,89,32.9,5310.470519975,4244.8107055,1035.559814475,30.1,LAKHIMPUR,,
4,18,ASSAM,411,284.0,DHEMAJI,228674,431892,121989,257552,14290,116227,1511991,1189312,60985,443871,696526,24,244.639237037884,43,47825,73663,99,3,26496,8833,17663,55.3,86,53.63,3784.18149428,2909.5238028,850.807191480001,23.8505,DHEMAJI,,
4,18,ASSAM,412,296.0,Morigaon,209562,338918,111856,202978,25538,31288,1023711,1108528,100420,99196,582819,27,250.214666142849,33,39599,58912,31,1,18675,12624,6051,50.87,87,32.11,3758.344815076,2773.6996343,972.645180775999,12.0,MORIGAON,,
4,18,ASSAM,413,297.0,NAGAON,478014,702750,242197,397420,18813,11444,2445793,3147784,120392,57449,1591042,30,244.463669136765,129,102208,143771,487,1,38720,29230,9490,30.67,88,17.53,10225.014968339,7695.18826290004,2505.126845439,24.69986,NAGAON,,
4,18,ASSAM,414,288.0,GOLAGHAT,230480,406729,125493,238269,13128,29808,2134278,1592503,26929,69088,846344,40,250.857692029466,147,39248,56267,49,1,23045,13303,9742,21.11,90,15.62,5284.946736829,3994.9162713,1251.894465529,38.136,GOLAGHAT,,
4,18,ASSAM,415,290.0,JORHAT,186929,264092,85793,134819,7883,11450,1462615,714604,15937,35925,459860,30,255.303670564396,91,23462,26957,32,0,11516,7290,4226,31.46,85,27.19,2120.816708777,1824.410242,264.005596776999,32.40087,JORHAT,,
4,18,ASSAM,416,300.0,SIVASAGAR,134589,238741,82456,161006,8132,14275,1793587,1082867,17986,80839,605436,38,246.731786387433,36,27975,41715,125,0,19446,10348,9098,18.99,88,15.96,3940.045941579,2671.7770933,1244.468848279,23.8,SIVASAGAR,,
4,18,ASSAM,417,286.0,DIBRUGARH,214412,343875,118370,212338,7223,23133,1825059,1026854,18277,48160,614676,25,245.393275655546,258,40536,52410,71,0,13768,7284,6484,39.92,76,38.18,3460.671359118,2519.8306668,920.440692318002,20.4,DIBRUGARH,,
4,18,ASSAM,418,302.0,TINSUKIA,230385,328007,108797,178837,2823,17109,2493754,1121368,8821,62950,716850,31,246.228061020111,77,35750,45032,48,0,18629,12333,6296,31.1,85,27.21,3439.989005027,2761.1226833,646.366321726999,32.5,TINSUKIA,,
4,18,ASSAM,419,292.0,KARBI ANGLONG,170580,272189,89291,154743,7682,116048,1294655,1575787,56613,1269718,974138,33,248.252345405819,112,47086,58150,34,1,23925,13702,10223,59.83,87,30.86,4717.909620466,3911.9281861,795.081514366003,10.89992,KARBI ANGLONG,,
4,18,ASSAM,420,299.0,Dima Hasao,39021,76105,19795,41160,513,38081,399291,249607,2891,235347,111729,28,249.194899502017,2,8707,11360,7,0,6772,3822,2950,51.8,88,48.71,789.242039,622.0079128,147.4341262,19.8,DIMA HASAO,,
4,18,ASSAM,421,293.0,Sribhumi,266113,325371,119516,161504,19987,1668,1826277,1309192,107904,7255,629456,31,250.27045273726,240,41634,50455,33,4,19582,11630,7952,37.54,92,35.51,4733.82399503699,3276.52074559999,1424.236059437,33.06719,SRIBHUMI,,
4,18,ASSAM,422,289.0,HAILAKANDI,186522,284102,114280,195197,14122,1872,1930962,1040356,51414,2980,416037,26,241.194759534237,11,39052,52246,57,10,16254,12324,3930,25.56,89,23.07,3317.85015497201,2509.28415250001,801.466002472,7.1,HAILAKANDI,,
4,18,ASSAM,423,282.0,CACHAR,425010,513780,137389,180519,12187,2723,2932726,1976188,42080,9685,888858,41,249.532704337846,12,47949,53143,42,10,30901,20925,9976,22.09,88,16.53,5740.864945203,4931.2353592,762.751736003,46.87785,CACHAR,,
4,18,ASSAM,424,616.0,BAKSA,167899,258067,100968,165447,7278,74128,940646,1289590,48640,600595,788828,24,248.077229972317,12,51616,67606,122,0,18781,14396,4385,69.26,90,63.72,3826.717660577,3199.17915,622.838510577001,4.7,BAKSA,,
4,18,ASSAM,425,612.0,CHIRANG,141345,279548,78791,164814,10499,74986,590819,972737,47865,343012,535530,30,245.425829386566,107,31475,47473,18,0,10816,7322,3494,56.08,83,50.95,3735.761156228,2387.34785,1329.913306228,18.5,CHIRANG,,
4,18,ASSAM,426,618.0,KAMRUP (METRO),54037,100112,15337,32267,8071,8933,171614,84929,21449,10582,49993,30,256.53083822958,2,2763,3267,0,0,3395,1306,2089,43.23,90,39.42,357.493505593,217.8690756,131.624429993,8.0,KAMRUP (METRO),,
4,18,ASSAM,427,617.0,UDALGURI,266472,452382,141344,268696,11504,108618,1426034,1793939,64423,727178,1065015,26,245.739967836141,65,67053,92084,41,0,19701,13346,6355,64.62,87,57.34,6149.157315928,4408.4251216,1716.280214328,24.45198,UDALGURI,,
4,18,ASSAM,428,705.0,Biswanath,139101,208555,87452,145288,11845,35513,2216668,1502846,82221,284076,909466,31,248.195395323273,207,48283,69977,271,3,20701,14121,6580,39.68,91,37.0,4766.436557874,3729.9945708,1036.441987074,0.0,BISWANATH,,
4,18,ASSAM,429,709.0,HOJAI,192918,294181,91222,154476,19093,5243,1022473,1171842,157287,35045,628806,33,251.680649447621,187,34981,48322,287,3,14401,9303,5098,51.68,88,28.0,3332.316249522,2949.2995561,364.816693422,18.2,HOJAI,,
4,18,ASSAM,430,708.0,CHARAIDEO,90651,140124,42621,73772,1139,1928,587038,398888,3607,5013,234099,31,249.115359800245,81,12485,16353,30,0,6323,4386,1937,30.96,80,27.45,1285.87807445,993.6912764,278.62679805,13.56,CHARAIDEO,,
4,18,ASSAM,431,707.0,SOUTH SALMARA-MANKACHAR,186274,225224,78040,103380,946,712,1085924,506927,888,1434,278504,25,235.346964631989,2,19769,21909,18,0,8823,5932,2891,34.2,89,26.4,1675.369409896,1193.0373074,472.232102496,10.1,SOUTH SALMARA-MANKACHAR,,
4,18,ASSAM,432,706.0,MAJULI,41507,62588,27350,45698,5278,22423,936534,250792,21983,108798,120931,22,245.220592483013,11,10953,15509,14,0,3643,1336,2307,55.91,87,40.47,800.229449215998,614.993628299998,177.235820916,8.0,MAJULI,,
4,18,ASSAM,433,739.0,BAJALI,69342,124113,34960,68433,1757,1417,475875,412070,2647,2195,192743,47,256.281983861965,59,8639,13244,27,2,6135,4190,1945,14.99,86,11.55,1306.025998463,1056.0611709,240.764827563,9.2,BAJALI,,
4,18,ASSAM,434,710.0,WEST KARBI ANGLONG,72430,126501,28194,54759,1613,40385,655361,521609,14143,405339,341138,38,243.034928346712,64,13618,17325,5,0,12034,7490,4544,47.07,94,45.26,1515.59333168,1267.6920594,244.42127228,3.48,WEST KARBI ANGLONG,,
4,18,ASSAM,435,756.0,TAMULPUR,124094,208877,59982,116633,15102,46135,538359,578686,68319,188654,336812,27,243.449998790363,5,20829,29446,12,0,13883,10856,3027,44.15,92,48.4,2005.980830328,1408.81106,597.169770328,0.0,TAMULPUR,,
5,10,BIHAR,501,212.0,PATNA,770020,849044,227164,252259,45117,1228,4666006,3833513,510531,15125,2072894,35,251.229626514897,48,107838,112106,177,4,43270,31973,11297,56.33,66,36.19,13375.94207587,9630.92039230002,3654.35872356999,90.66296,PATNA,,
5,10,BIHAR,502,209.0,NALANDA,593804,812443,283466,351125,93184,925,8545742,6839794,1567521,17200,3742586,40,247.896189054817,424,169459,186749,392,1,41631,24609,17022,67.37,49,38.14,23341.686903824,16955.5886652,6295.423708624,90.67453,NALANDA,,
5,10,BIHAR,503,193.0,BHOJPUR,645778,887809,197315,222626,43775,2408,3570313,3977438,522125,29988,2024808,39,258.936859873114,178,100884,106590,86,1,52553,32570,19983,53.76,83,34.07,11953.070066568,10299.0530606,1569.561575968,84.45543,BHOJPUR,,
5,10,BIHAR,504,215.0,ROHTAS,476112,600135,210660,262297,68745,5055,5037483,4261644,875645,51454,1905419,37,251.687489560367,357,113191,124940,182,15,27488,17840,9648,77.37,45,41.11,13915.558792778,10726.0247976,3087.417515178,102.11648,ROHTAS,,
5,10,BIHAR,505,189.0,AURANAGABAD,579046,748111,255788,326119,102704,2863,5773470,5112140,1199506,44998,2668588,39,258.283484247302,408,128112,141734,187,2,40608,20483,20125,63.68,59,39.73,17208.2794622851,13203.8133116,3898.17886068502,106.28729,AURANAGABAD,,
5,10,BIHAR,506,199.0,JEHANABAD,232548,311705,126136,168646,52277,1143,2912866,3956229,1178655,32285,2159328,41,240.109360416196,194,94935,114568,197,5,12346,8938,3408,90.43,45,29.97,11359.0196598181,9499.27614850006,1818.373481318,41.37003,JEHANABAD,,
5,10,BIHAR,507,196.0,GAYAJI,1112215,1409477,472520,530238,172142,4173,10757386,8946797,2176996,68669,5141653,35,262.437825557013,206,252650,265488,319,8,74483,53399,21084,80.94,49,53.39,29664.9898207621,23479.7795038001,6074.180966962,111.02935,GAYAJI,,
